name1^transactiondate^transactiontypeid^transactiontypeno^transactionterms^particulars^amount
SWEE HENG EGGS DEALER^2007-06-24 00:00:00.0^SalesInvoice^SI-0025978^0^^13,293
CASH ACCOUNT^2007-06-24 00:00:00.0^CashSales^CS-0137097^0^CWY 5024^4,825.16
CASH ACCOUNT^2007-06-24 00:00:00.0^CashSales^CS-0137098^0^GENREC 5083^540
CASH ACCOUNT^2007-06-24 00:00:00.0^CashSales^CS-0137099^0^LYK 5025^7,306.2
CASH ACCOUNT^2007-06-24 00:00:00.0^CashSales^CS-0137100^0^GENREC 164863^7.5
CASH ACCOUNT^2007-06-25 00:00:00.0^CashSales^CS-0137101^0^GENREC 164418^73.5
CASH ACCOUNT^2007-06-25 00:00:00.0^CashSales^CS-0137102^0^GENREC 137102^36
CASH ACCOUNT^2007-06-25 00:00:00.0^CashSales^CS-0137103^0^GENREC 164421^20.7
CASH ACCOUNT^2007-06-25 00:00:00.0^CashSales^CS-0137104^0^GENREC 137104^147
CASH ACCOUNT^2007-06-25 00:00:00.0^CashSales^CS-0137105^0^GENREC 164423^102.9
CASH ACCOUNT^2007-06-25 00:00:00.0^CashSales^CS-0137106^0^GENREC 164424^36.75
CASH ACCOUNT^2007-06-25 00:00:00.0^DepositSlip^DS-0010195^0^RHB13999^-2,600.6
CASH ACCOUNT^2007-06-25 00:00:00.0^CashSales^CS-0137107^0^GENREC 164865^1,762.5
CASH ACCOUNT^2007-06-25 00:00:00.0^CashSales^CS-0137109^0^GENREC 5080^420
CASH ACCOUNT^2007-06-25 00:00:00.0^CashSales^CS-0137110^0^GENREC 5084^308
CASH ACCOUNT^2007-06-25 00:00:00.0^CashSales^CS-0137111^0^GENREC 5085^290
CASH ACCOUNT^2007-06-25 00:00:00.0^PaymentVoucher^PV-0026782^0^SUNWAGES Chai Eng Nyu^-134.75
CASH ACCOUNT^2007-06-25 00:00:00.0^PaymentVoucher^PV-0026783^0^ROADTOLLS Razali Bin Harun^-323.5
CASH ACCOUNT^2007-06-25 00:00:00.0^PaymentVoucher^PV-0026784^0^FUEL Gunny^-100
CASH ACCOUNT^2007-06-25 00:00:00.0^CashSales^CS-0137115^0^GENREC 164429^35.25
CASH ACCOUNT^2007-06-25 00:00:00.0^CashSales^CS-0137119^0^GENREC 164434^72.75
CASH ACCOUNT^2007-06-25 00:00:00.0^CashSales^CS-0137120^0^GENREC 164436^141
CASH ACCOUNT^2007-06-25 00:00:00.0^CashSales^CS-0137124^0^GENREC 164440^141
CASH ACCOUNT^2007-06-25 00:00:00.0^CashSales^CS-0137129^0^GENREC 164445^56.4
CASH ACCOUNT^2007-06-25 00:00:00.0^CashSales^CS-0137131^0^GENREC 164447^144
GENERAL RECEIVABLE ACCOUNT^2007-06-25 00:00:00.0^SalesInvoice^SI-0025979^0^^1,380
CASH ACCOUNT^2007-06-25 00:00:00.0^CashSales^CS-0137142^0^GENREC 159167^212.55
CASH ACCOUNT^2007-06-25 00:00:00.0^CashSales^CS-0137145^0^GENREC 159170^156
CASH ACCOUNT^2007-06-25 00:00:00.0^CashSales^CS-0137146^0^GENREC 159171^352.5
CASH ACCOUNT^2007-06-25 00:00:00.0^CashSales^CS-0137149^0^GENREC 159174^141
CASH ACCOUNT^2007-06-25 00:00:00.0^CashSales^CS-0137150^0^GENREC 159175^72
CASH ACCOUNT^2007-06-25 00:00:00.0^CashSales^CS-0137151^0^GENREC 159176^144
CASH ACCOUNT^2007-06-25 00:00:00.0^CashSales^CS-0137152^0^GENREC 159164^74
CASH ACCOUNT^2007-06-25 00:00:00.0^CashSales^CS-0137153^0^GENREC 159165^200
NAM YONG HUAT LUEN SENG SDN BHD^2007-06-25 00:00:00.0^SalesInvoice^SI-0025984^0^^1,241.25
GENERAL RECEIVABLE ACCOUNT^2007-06-25 00:00:00.0^Receipt^RC-0010024^0^2456^-625.5
CASH ACCOUNT^2007-06-25 00:00:00.0^Receipt^RC-0010024^0^GENREC 2456^625.5
KONG SEONG KEE^2007-06-21 00:00:00.0^SalesInvoice^SI-0025985^0^^5,855.65
CASH ACCOUNT^2007-06-25 00:00:00.0^DepositSlip^DS-0010196^0^RHB13999^-2,221.3
CASH ACCOUNT^2007-02-22 00:00:00.0^DepositSlip^DS-0009524^0^RHB13999^-1,099
RHB BANK 2-08025-0001399-9^2007-02-22 00:00:00.0^DepositSlip^DS-0009524^0^^1,099
CASH ACCOUNT^2007-02-26 00:00:00.0^DepositSlip^DS-0009525^0^BANKCHG^-5.78
RHB BANK 2-08025-0001399-9^2007-02-23 00:00:00.0^DepositSlip^DS-0009530^0^^7,454
